step,loss
0,21.19424819946289
1000,0.03181575611233711
2000,0.008224471472203732
3000,0.003681061090901494
4000,0.0028739965055137873
5000,0.0021273468155413866
6000,0.0018265264807268977
7000,0.0023018592037260532
8000,0.0014432532479986548
9000,0.00146266701631248
10000,0.0011233864352107048
