step,loss
0,19.69139862060547
1000,0.1182432621717453
2000,0.08132845163345337
3000,0.061294328421354294
4000,0.05041822791099548
5000,0.0435405857861042
6000,0.03848281130194664
7000,0.03364501893520355
8000,0.030239367857575417
9000,0.027556007727980614
10000,0.025738824158906937
