step,loss
0,20.017702102661133
1000,0.08864150941371918
2000,0.05109449848532677
3000,0.033840857446193695
4000,0.022464273497462273
5000,0.016565339639782906
6000,0.01161382906138897
7000,0.0075620864517986774
8000,0.005468705669045448
9000,0.003756333841010928
10000,0.0023399759083986282
